"year","zone","timePeriod","gender","count"
"2012","S01001869","Calendar Year","Male",4
"2010","S01001869","Calendar Year","Male",7
"2002","S01001850","Between Mid Points Of Years","Male",4
"2011","S01001860","Calendar Year","Male",11
"2006","S01001853","Between Mid Points Of Years","Male",4
"2002","S01001867","Calendar Year","Male",2
"2001","S01001858","Between Mid Points Of Years","Male",8
"2008","S01001866","Calendar Year","Male",3
"2001","S01001859","Between Mid Points Of Years","Male",2
"2006","S01001868","Calendar Year","Male",5
"2001","S01001860","Between Mid Points Of Years","Male",6
"2014","S01001862","Between Mid Points Of Years","Male",1
"2001","S01001861","Between Mid Points Of Years","Male",3
"2013","S01001866","Calendar Year","Male",5
"2001","S01001862","Between Mid Points Of Years","Male",2
"2005","S01001856","Between Mid Points Of Years","Male",4
"2001","S01001863","Between Mid Points Of Years","Male",4
"2002","S01001866","Calendar Year","Male",7
"2001","S01001864","Between Mid Points Of Years","Male",4
"2014","S01001861","Between Mid Points Of Years","Male",5
"2001","S01001865","Between Mid Points Of Years","Male",8
"2007","S01001861","Between Mid Points Of Years","Male",4
"2001","S01001866","Between Mid Points Of Years","Male",4
"2009","S01001854","Calendar Year","Male",10
"2001","S01001867","Between Mid Points Of Years","Male",0
"2006","S01001852","Between Mid Points Of Years","Male",2
"2001","S01001868","Between Mid Points Of Years","Male",2
"2008","S01001852","Calendar Year","Male",0
"2001","S01001869","Between Mid Points Of Years","Male",2
"2002","S01001865","Calendar Year","Male",10
"2001","S01001850","Between Mid Points Of Years","Male",4
"2012","S01001855","Calendar Year","Male",5
"2001","S01001851","Between Mid Points Of Years","Male",11
"2004","S01001864","Calendar Year","Male",17
"2001","S01001852","Between Mid Points Of Years","Male",1
"2006","S01001853","Calendar Year","Male",3
"2001","S01001853","Between Mid Points Of Years","Male",2
"2014","S01001860","Between Mid Points Of Years","Male",3
"2001","S01001854","Between Mid Points Of Years","Male",2
"2005","S01001855","Between Mid Points Of Years","Male",5
"2001","S01001855","Between Mid Points Of Years","Male",13
"2002","S01001864","Calendar Year","Male",13
"2001","S01001856","Between Mid Points Of Years","Male",4
"2005","S01001861","Calendar Year","Male",1
"2001","S01001857","Between Mid Points Of Years","Male",0
"2010","S01001850","Calendar Year","Female",6
"2010","S01001851","Calendar Year","Female",5
"2007","S01001862","Calendar Year","Female",4
"2005","S01001855","Calendar Year","Female",9
"2010","S01001852","Calendar Year","Female",2
"2007","S01001863","Calendar Year","Female",5
"2011","S01001866","Calendar Year","Female",5
"2004","S01001852","Calendar Year","Female",2
"2011","S01001865","Calendar Year","Female",11
"2007","S01001864","Calendar Year","Female",11
"2011","S01001864","Calendar Year","Female",18
"2005","S01001854","Calendar Year","Female",5
"2011","S01001863","Calendar Year","Female",2
"2007","S01001865","Calendar Year","Female",7
"2011","S01001862","Calendar Year","Female",3
"2004","S01001865","Calendar Year","Female",5
"2011","S01001861","Calendar Year","Female",6
"2007","S01001866","Calendar Year","Female",8
"2011","S01001860","Calendar Year","Female",2
"2005","S01001853","Calendar Year","Female",3
"2011","S01001859","Calendar Year","Female",7
"2007","S01001867","Calendar Year","Female",6
"2011","S01001858","Calendar Year","Female",3
"2005","S01001850","Calendar Year","Female",4
"2004","S01001851","Calendar Year","Female",10
"2011","S01001857","Calendar Year","Female",1
"2007","S01001868","Calendar Year","Female",3
"2011","S01001856","Calendar Year","Female",3
"2011","S01001855","Calendar Year","Female",4
"2007","S01001869","Calendar Year","Female",0
"2011","S01001854","Calendar Year","Female",10
"2005","S01001851","Calendar Year","Female",7
"2004","S01001860","Calendar Year","Female",3
"2011","S01001853","Calendar Year","Female",1
"2007","S01001850","Calendar Year","Female",6
"2011","S01001852","Calendar Year","Female",0
"2011","S01001851","Calendar Year","Female",4
"2007","S01001851","Calendar Year","Female",3
"2011","S01001850","Calendar Year","Female",6
"2005","S01001852","Calendar Year","Female",5
"2004","S01001850","Calendar Year","Female",6
"2011","S01001869","Calendar Year","Female",3
"2007","S01001852","Calendar Year","Female",3
"2011","S01001868","Calendar Year","Female",3
"2011","S01001867","Calendar Year","Female",5
"2012","S01001850","Calendar Year","Female",7
"2004","S01001867","Calendar Year","Female",5
"2008","S01001850","Calendar Year","Female",2
"2012","S01001851","Calendar Year","Female",0
"2012","S01001852","Calendar Year","Female",3
"2006","S01001869","Calendar Year","Female",1
"2008","S01001851","Calendar Year","Female",4
"2012","S01001853","Calendar Year","Female",3
"2012","S01001854","Calendar Year","Female",7
"2005","S01001869","Calendar Year","Female",1
"2008","S01001852","Calendar Year","Female",0
"2012","S01001855","Calendar Year","Female",2
"2012","S01001856","Calendar Year","Female",3
"2006","S01001868","Calendar Year","Female",1
"2008","S01001853","Calendar Year","Female",0
"2012","S01001857","Calendar Year","Female",1
"2012","S01001858","Calendar Year","Female",1
"2004","S01001859","Calendar Year","Female",6
"2008","S01001854","Calendar Year","Female",2
"2012","S01001859","Calendar Year","Female",8
"2012","S01001860","Calendar Year","Female",0
"2006","S01001867","Calendar Year","Female",10
"2008","S01001855","Calendar Year","Female",9
"2012","S01001861","Calendar Year","Female",8
"2012","S01001862","Calendar Year","Female",6
"2005","S01001868","Calendar Year","Female",2
"2008","S01001856","Calendar Year","Female",1
"2012","S01001863","Calendar Year","Female",5
"2012","S01001864","Calendar Year","Female",13
"2006","S01001866","Calendar Year","Female",2
"2008","S01001857","Calendar Year","Female",4
"2012","S01001865","Calendar Year","Female",8
"2012","S01001866","Calendar Year","Female",0
"2004","S01001864","Calendar Year","Female",14
"2008","S01001858","Calendar Year","Female",5
"2012","S01001867","Calendar Year","Female",6
"2012","S01001868","Calendar Year","Female",2
"2006","S01001865","Calendar Year","Female",10
"2008","S01001859","Calendar Year","Female",10
"2012","S01001869","Calendar Year","Female",4
"2005","S01001867","Calendar Year","Female",6
"2013","S01001867","Calendar Year","Female",7
"2008","S01001860","Calendar Year","Female",6
"2013","S01001868","Calendar Year","Female",6
"2006","S01001864","Calendar Year","Female",13
"2013","S01001869","Calendar Year","Female",4
"2008","S01001861","Calendar Year","Female",4
"2013","S01001863","Calendar Year","Female",4
"2013","S01001864","Calendar Year","Female",16
"2004","S01001858","Calendar Year","Female",3
"2008","S01001862","Calendar Year","Female",2
"2013","S01001865","Calendar Year","Female",8
"2013","S01001866","Calendar Year","Female",2
"2006","S01001863","Calendar Year","Female",6
"2008","S01001863","Calendar Year","Female",2
"2013","S01001859","Calendar Year","Female",6
"2013","S01001858","Calendar Year","Female",5
"2005","S01001866","Calendar Year","Female",5
"2008","S01001864","Calendar Year","Female",17
"2013","S01001857","Calendar Year","Female",4
"2013","S01001856","Calendar Year","Female",4
"2006","S01001862","Calendar Year","Female",5
"2008","S01001865","Calendar Year","Female",9
"2013","S01001855","Calendar Year","Female",4
"2013","S01001854","Calendar Year","Female",8
"2004","S01001868","Calendar Year","Female",1
"2008","S01001866","Calendar Year","Female",2
"2013","S01001853","Calendar Year","Female",2
"2013","S01001850","Calendar Year","Female",6
"2006","S01001861","Calendar Year","Female",5
"2013","S01001851","Calendar Year","Female",4
"2008","S01001867","Calendar Year","Female",7
"2013","S01001852","Calendar Year","Female",0
"2005","S01001865","Calendar Year","Female",6
"2008","S01001868","Calendar Year","Female",3
"2013","S01001860","Calendar Year","Female",5
"2013","S01001861","Calendar Year","Female",8
"2006","S01001860","Calendar Year","Female",4
"2008","S01001869","Calendar Year","Female",9
"2013","S01001862","Calendar Year","Female",6
"2004","S01001857","Calendar Year","Female",2
"2009","S01001866","Calendar Year","Female",3
"2003","S01001867","Calendar Year","Female",1
"2003","S01001868","Calendar Year","Female",0
"2006","S01001859","Calendar Year","Female",6
"2009","S01001865","Calendar Year","Female",6
"2003","S01001869","Calendar Year","Female",4
"2003","S01001850","Calendar Year","Female",2
"2005","S01001864","Calendar Year","Female",16
"2009","S01001864","Calendar Year","Female",13
"2003","S01001851","Calendar Year","Female",8
"2003","S01001852","Calendar Year","Female",1
"2006","S01001858","Calendar Year","Female",8
"2009","S01001863","Calendar Year","Female",4
"2003","S01001853","Calendar Year","Female",2
"2003","S01001854","Calendar Year","Female",7
"2004","S01001863","Calendar Year","Female",3
"2009","S01001862","Calendar Year","Female",4
"2003","S01001855","Calendar Year","Female",3
"2003","S01001856","Calendar Year","Female",5
"2006","S01001857","Calendar Year","Female",8
"2009","S01001861","Calendar Year","Female",6
"2003","S01001857","Calendar Year","Female",1
"2003","S01001858","Calendar Year","Female",4
"2005","S01001863","Calendar Year","Female",1
"2009","S01001860","Calendar Year","Female",4
"2003","S01001859","Calendar Year","Female",6
"2003","S01001860","Calendar Year","Female",4
"2006","S01001856","Calendar Year","Female",1
"2009","S01001859","Calendar Year","Female",7
"2003","S01001861","Calendar Year","Female",2
"2003","S01001862","Calendar Year","Female",6
"2004","S01001856","Calendar Year","Female",6
"2009","S01001858","Calendar Year","Female",5
"2003","S01001863","Calendar Year","Female",2
"2003","S01001864","Calendar Year","Female",14
"2006","S01001855","Calendar Year","Female",6
"2009","S01001857","Calendar Year","Female",3
"2003","S01001865","Calendar Year","Female",12
"2003","S01001866","Calendar Year","Female",3
"2005","S01001862","Calendar Year","Female",1
"2009","S01001856","Calendar Year","Female",4
"2002","S01001869","Calendar Year","Female",1
"2002","S01001868","Calendar Year","Female",2
"2006","S01001854","Calendar Year","Female",8
"2009","S01001855","Calendar Year","Female",3
"2002","S01001867","Calendar Year","Female",2
"2002","S01001866","Calendar Year","Female",5
"2004","S01001866","Calendar Year","Female",1
"2009","S01001854","Calendar Year","Female",10
"2002","S01001865","Calendar Year","Female",13
"2002","S01001864","Calendar Year","Female",14
"2006","S01001853","Calendar Year","Female",3
"2009","S01001853","Calendar Year","Female",2
"2002","S01001863","Calendar Year","Female",2
"2002","S01001862","Calendar Year","Female",3
"2005","S01001861","Calendar Year","Female",3
"2009","S01001852","Calendar Year","Female",4
"2002","S01001861","Calendar Year","Female",4
"2002","S01001860","Calendar Year","Female",6
"2006","S01001852","Calendar Year","Female",3
"2009","S01001851","Calendar Year","Female",2
"2002","S01001859","Calendar Year","Female",2
"2002","S01001858","Calendar Year","Female",0
"2004","S01001855","Calendar Year","Female",6
"2009","S01001850","Calendar Year","Female",3
"2002","S01001857","Calendar Year","Female",3
"2002","S01001856","Calendar Year","Female",6
"2006","S01001851","Calendar Year","Female",8
"2009","S01001869","Calendar Year","Female",2
"2002","S01001855","Calendar Year","Female",8
"2002","S01001854","Calendar Year","Female",9
"2005","S01001860","Calendar Year","Female",9
"2009","S01001868","Calendar Year","Female",2
"2002","S01001853","Calendar Year","Female",1
"2002","S01001852","Calendar Year","Female",1
"2006","S01001850","Calendar Year","Female",4
"2009","S01001867","Calendar Year","Female",8
"2002","S01001851","Calendar Year","Female",12
"2002","S01001850","Calendar Year","Female",6
"2001","S01001858","Calendar Year","Female",5
"2010","S01001853","Calendar Year","Female",4
"2007","S01001853","Calendar Year","Female",5
"2001","S01001859","Calendar Year","Female",7
"2004","S01001862","Calendar Year","Female",3
"2001","S01001860","Calendar Year","Female",6
"2001","S01001861","Calendar Year","Female",9
"2010","S01001854","Calendar Year","Female",10
"2001","S01001862","Calendar Year","Female",5
"2001","S01001863","Calendar Year","Female",3
"2001","S01001864","Calendar Year","Female",9
"2010","S01001855","Calendar Year","Female",5
"2007","S01001854","Calendar Year","Female",11
"2001","S01001865","Calendar Year","Female",4
"2005","S01001859","Calendar Year","Female",5
"2001","S01001866","Calendar Year","Female",2
"2001","S01001867","Calendar Year","Female",2
"2010","S01001856","Calendar Year","Female",5
"2001","S01001868","Calendar Year","Female",2
"2001","S01001869","Calendar Year","Female",4
"2001","S01001850","Calendar Year","Female",10
"2010","S01001857","Calendar Year","Female",4
"2007","S01001855","Calendar Year","Female",2
"2001","S01001851","Calendar Year","Female",9
"2004","S01001854","Calendar Year","Female",13
"2001","S01001852","Calendar Year","Female",0
"2001","S01001853","Calendar Year","Female",3
"2010","S01001858","Calendar Year","Female",3
"2001","S01001854","Calendar Year","Female",5
"2001","S01001855","Calendar Year","Female",8
"2001","S01001856","Calendar Year","Female",2
"2010","S01001859","Calendar Year","Female",7
"2007","S01001856","Calendar Year","Female",3
"2001","S01001857","Calendar Year","Female",3
"2005","S01001858","Calendar Year","Female",5
"2010","S01001860","Calendar Year","Female",5
"2010","S01001861","Calendar Year","Female",7
"2007","S01001857","Calendar Year","Female",4
"2004","S01001869","Calendar Year","Female",5
"2010","S01001862","Calendar Year","Female",3
"2010","S01001863","Calendar Year","Female",4
"2007","S01001858","Calendar Year","Female",3
"2005","S01001857","Calendar Year","Female",4
"2010","S01001864","Calendar Year","Female",15
"2010","S01001865","Calendar Year","Female",11
"2007","S01001859","Calendar Year","Female",3
"2004","S01001853","Calendar Year","Female",4
"2010","S01001866","Calendar Year","Female",3
"2010","S01001867","Calendar Year","Female",3
"2007","S01001860","Calendar Year","Female",6
"2005","S01001856","Calendar Year","Female",3
"2010","S01001868","Calendar Year","Female",1
"2010","S01001869","Calendar Year","Female",3
"2007","S01001861","Calendar Year","Female",6
"2004","S01001861","Calendar Year","Female",5
"2014","S01001862","Between Mid Points Of Years","Female",5
